fn,label,Sample_Length,Noise_fn,Noise_Amplitude,dB_Noise_SPL,Clip_Group,Prob_Accuracy,Audio_amplitude,dB_Audio_SPL
PadSampleAudio/0J3GYGJ.wav,muceere,54243,Noise_clip/0J3GYGJ.wav,0.065458603,52,bad,0.2,0.6440594789999999,72
PadSampleAudio/U672F3W.wav,okusaasaanya,55261,Noise_clip/U672F3W.wav,0.727052927,73,bad,0.2,0.951816082,75
PadSampleAudio/A1OEKUE.wav,ejjobyo,54243,Noise_clip/A1OEKUE.wav,0.273136854,64,bad,0.2,0.7831550840000001,74
PadSampleAudio/6KCHVNV.wav,ebikajjo,54243,Noise_clip/6KCHVNV.wav,0.004703056,29,best,1.0,0.4561723170000001,69
PadSampleAudio/RH1WRCA.wav,okulimibwa,54243,Noise_clip/RH1WRCA.wav,0.200942516,62,bad,0.2,0.267984867,64
PadSampleAudio/X57XGVW.wav,enkota,54243,Noise_clip/X57XGVW.wav,0.000790699,14,best,1.0,0.783632278,74
PadSampleAudio/MYJ9E3Z.wav,endwadde,55197,Noise_clip/MYJ9E3Z.wav,0.5769670610000001,71,bad,0.2,0.918421566,75
PadSampleAudio/ONVG4ZV.wav,nursery bed,54243,Noise_clip/ONVG4ZV.wav,0.000251974,4,best,1.0,0.7379145029999999,73
PadSampleAudio/CVSJIG5.wav,garden,54243,Noise_clip/CVSJIG5.wav,0.00070608,13,best,1.0,0.790501177,74
PadSampleAudio/9JQDGMQ.wav,leaves,54243,Noise_clip/9JQDGMQ.wav,0.029195497,45,good,0.7,0.375005126,67
PadSampleAudio/U1BGLK0.wav,omucungwa,54243,Noise_clip/U1BGLK0.wav,0.060932014000000013,51,bad,0.2,0.8983355759999999,75
PadSampleAudio/0LKHWS0.wav,ebijanjaalo,54243,Noise_clip/0LKHWS0.wav,0.124974437,58,bad,0.2,0.695844054,73
PadSampleAudio/3R2MB2F.wav,omucungwa,54243,Noise_clip/3R2MB2F.wav,0.558040679,71,bad,0.2,0.558040679,71
PadSampleAudio/ZFOJ4YW.wav,amappapaali,54243,Noise_clip/ZFOJ4YW.wav,0.062821195,52,bad,0.2,0.727088332,73
PadSampleAudio/AHDYIMU.wav,ensiringanyi,54243,Noise_clip/AHDYIMU.wav,0.000364486,7,best,1.0,0.83295244,74
PadSampleAudio/XRPZUWT.wav,ensigo,54243,Noise_clip/XRPZUWT.wav,0.020783409,42,good,0.7,0.6870136259999999,73
PadSampleAudio/LYP0IQP.wav,plantation,54243,Noise_clip/LYP0IQP.wav,0.005400531,30,best,1.0,0.857758701,74
PadSampleAudio/5LEKX3D.wav,ebikoola,54243,Noise_clip/5LEKX3D.wav,0.091064349,55,bad,0.2,0.7540141340000001,73
PadSampleAudio/RO2G0B2.wav,emboga,54243,Noise_clip/RO2G0B2.wav,0.021335281,42,good,0.7,0.622153759,72
PadSampleAudio/RM3XLFY.wav,spread,54243,Noise_clip/RM3XLFY.wav,0.225451738,63,bad,0.2,0.748315275,73
PadSampleAudio/U667R4L.wav,akamonde,54243,Noise_clip/U667R4L.wav,0.000324289,6,best,1.0,0.763519883,73
PadSampleAudio/BK8UDCM.wav,kasaanyi,55325,Noise_clip/BK8UDCM.wav,0.657948613,72,bad,0.2,1.1100690359999998,77
PadSampleAudio/1F3IM80.wav,namuginga,54243,Noise_clip/1F3IM80.wav,0.000121745,-2,best,1.0,0.348673195,67
PadSampleAudio/CJP6X83.wav,akatungulu,54243,Noise_clip/CJP6X83.wav,0.001327621,18,best,1.0,0.00672277,32
PadSampleAudio/ZSMWOIM.wav,ejjobyo,54243,Noise_clip/ZSMWOIM.wav,0.011371379,37,best,1.0,0.73933953,73
PadSampleAudio/64S0KOM.wav,okufuuyira,54243,Noise_clip/64S0KOM.wav,0.00091198,15,best,1.0,0.7315500970000001,73
PadSampleAudio/6BB176Q.wav,ebiwojjolo,54243,Noise_clip/6BB176Q.wav,0.002433352,23,best,1.0,0.781412125,74
PadSampleAudio/S2OFA4P.wav,ekirwadde,55261,Noise_clip/S2OFA4P.wav,0.39085108,68,bad,0.2,1.047952056,76
PadSampleAudio/V6523B8.wav,dig,54243,Noise_clip/V6523B8.wav,0.000241008,3,best,1.0,0.749381185,73
PadSampleAudio/DMNZRB5.wav,ebisooli,54243,Noise_clip/DMNZRB5.wav,0.076566473,53,bad,0.2,0.939294279,75
PadSampleAudio/P9BO4KS.wav,nnyaanya,54243,Noise_clip/P9BO4KS.wav,0.107189909,56,bad,0.2,0.448482126,69
PadSampleAudio/TUCPKHY.wav,sikungula,54243,Noise_clip/TUCPKHY.wav,0.006049199999999999,31,best,1.0,0.6267340779999999,72
PadSampleAudio/7GLU659.wav,ekisaanyi,54243,Noise_clip/7GLU659.wav,0.00093003,15,best,1.0,0.046781238,49
PadSampleAudio/D019KYU.wav,plant,54243,Noise_clip/D019KYU.wav,0.025972553,44,good,0.7,0.471747756,69
PadSampleAudio/IUVXAG2.wav,nnakati,54243,Noise_clip/IUVXAG2.wav,0.293246329,65,bad,0.2,0.738636911,73
PadSampleAudio/QVTCLMX.wav,obumonde,54243,Noise_clip/QVTCLMX.wav,0.229305863,63,bad,0.2,0.864514947,75
PadSampleAudio/SFMLQRR.wav,akasaanyi,54243,Noise_clip/SFMLQRR.wav,0.011753072,37,best,1.0,0.738025308,73
PadSampleAudio/10ZWXAZ.wav,obulimi,54243,Noise_clip/10ZWXAZ.wav,0.008373755,34,best,1.0,0.365962088,67
PadSampleAudio/T51P266.wav,ndwadde,54243,Noise_clip/T51P266.wav,0.001153736,17,best,1.0,0.764796138,73
PadSampleAudio/ZBWO51J.wav,spray,55298,Noise_clip/ZBWO51J.wav,0.16139753199999998,60,bad,0.2,0.499801904,70
PadSampleAudio/N1GM3F9.wav,ekigimusa,54243,Noise_clip/N1GM3F9.wav,0.0053544330000000005,30,best,1.0,0.04084887,48
PadSampleAudio/1R9VVK1.wav,crop,54243,Noise_clip/1R9VVK1.wav,0.00724456,33,best,1.0,0.818220973,74
PadSampleAudio/8G6ORCS.wav,mangoes,55261,Noise_clip/8G6ORCS.wav,0.32297045,66,bad,0.2,0.882451475,75
PadSampleAudio/5RY117G.wav,sweet potatoes,55325,Noise_clip/5RY117G.wav,0.371172816,67,bad,0.2,0.934992611,75
PadSampleAudio/M5SHAM4.wav,akammwanyi,54243,Noise_clip/M5SHAM4.wav,0.022030054,43,good,0.7,0.7366304990000001,73
PadSampleAudio/MFYGSDY.wav,obulwadde,54243,Noise_clip/MFYGSDY.wav,0.0007420460000000001,13,best,1.0,0.495364457,70
PadSampleAudio/3RXYZMA.wav,ebijanjaalo,54243,Noise_clip/3RXYZMA.wav,0.289944649,65,bad,0.2,0.7985323670000001,74
PadSampleAudio/51185T9.wav,munyeera,54243,Noise_clip/51185T9.wav,0.00094245,15,best,1.0,0.774384558,74
PadSampleAudio/R073G48.wav,nakavundira,54243,Noise_clip/R073G48.wav,0.002465233,24,best,1.0,0.863327205,74
PadSampleAudio/IHG9RP1.wav,vegetables,55197,Noise_clip/IHG9RP1.wav,0.460170507,69,bad,0.2,0.943969727,75
PadSampleAudio/L7M615O.wav,ebiwuka,54243,Noise_clip/L7M615O.wav,0.000434028,9,best,1.0,0.776360631,74
PadSampleAudio/5ZLE5XM.wav,worm,54243,Noise_clip/5ZLE5XM.wav,0.001511836,19,best,1.0,0.766884565,73
